City,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,Venue Categoryid
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Colonie,40.69073324250775,-73.99596314123242,American Restaurant,4bf58dd8d48988d14e941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Freebird Books & Goods,40.68750419577483,-74.00138805320995,Bookstore,4bf58dd8d48988d114951735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Elsa,40.69042702380327,-73.99527736744164,Cocktail Bar,4bf58dd8d48988d11e941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,The Long Island Bar,40.690642796181855,-73.99631850047321,Cocktail Bar,4bf58dd8d48988d11e941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Saint Julivert Fisherie,40.68793043733788,-73.99554829555922,Seafood Restaurant,4bf58dd8d48988d1ce941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Popina,40.687419734537926,-74.00143152860893,Italian Restaurant,4bf58dd8d48988d110941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Goose Barnacle,40.69109556204666,-73.99747410833052,Men's Store,4bf58dd8d48988d106951735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Anor Spa,40.69002789334943,-73.9963497240098,Spa,4bf58dd8d48988d1ed941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Table 87,40.69116378701994,-73.99744297710961,Italian Restaurant,4bf58dd8d48988d110941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Fish Tales,40.68762156527144,-73.99342899470334,Fish Market,4bf58dd8d48988d10e951735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Chez Moi,40.690654299028225,-73.99577681819873,French Restaurant,4bf58dd8d48988d10c941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,June Wine Bar,40.686138934394656,-73.99404940709272,Wine Bar,4bf58dd8d48988d123941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Brooklyn Farmacy & Soda Fountain,40.68407117141479,-73.99930907835255,Ice Cream Shop,4bf58dd8d48988d1c9941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Luzzo's BK,40.69055503930633,-73.9953332077974,Pizza Place,4bf58dd8d48988d1ca941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Vekslers,40.68534457902491,-74.00068713289978,Bar,4bf58dd8d48988d116941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,PIPS,40.690732,-73.995855,Restaurant,4bf58dd8d48988d1c4941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Brooklyn Yoga Project,40.684417074692256,-74.00026461586543,Yoga Studio,4bf58dd8d48988d102941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Hadramout Restaurant,40.6898184,-73.9938774,Restaurant,4bf58dd8d48988d1c4941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Fare & Folk,40.68750463571392,-73.99781630830245,Coffee Shop,4bf58dd8d48988d1e0931735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Fatoosh BBQ & Pizza,40.69132782253778,-73.9977394761376,Middle Eastern Restaurant,4bf58dd8d48988d115941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Mala Yoga,40.68837637516381,-73.99309685150189,Yoga Studio,4bf58dd8d48988d102941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Libertador,40.68739448151068,-73.99789801001056,Argentinian Restaurant,4bf58dd8d48988d107941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Marine Layer,40.68739287003023,-73.99344815039953,Boutique,4bf58dd8d48988d104951735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Poppy's Catering + Events,40.684235179644695,-73.99692476598801,Food & Drink Shop,4bf58dd8d48988d1f9941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Yemen Cafe,40.690026174960735,-73.99357867402284,Middle Eastern Restaurant,4bf58dd8d48988d115941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,B61,40.685682195969804,-74.00233476645471,Dive Bar,4bf58dd8d48988d118941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Court Street Bagels,40.688026,-73.99306,Bagel Shop,4bf58dd8d48988d179941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Joya,40.68670796457312,-73.99371822043527,Thai Restaurant,4bf58dd8d48988d149941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Henry Street Wines & Liquors,40.68440446539889,-73.99926887686253,Wine Shop,4bf58dd8d48988d119951735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Oh! Dumplings,40.687722313444915,-73.992943093669,Dumpling Restaurant,4bf58dd8d48988d108941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Beasts & Bottles,40.69048851308257,-73.99510751023935,New American Restaurant,4bf58dd8d48988d157941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Heights Chateau,40.69076663473582,-73.9960339523652,Wine Shop,4bf58dd8d48988d119951735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Element Healing Arts,40.68353740451318,-73.99983508122628,Yoga Studio,4bf58dd8d48988d102941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Cobblestone Foods,40.68728143492344,-73.99354210849161,Gourmet Shop,4bf58dd8d48988d1f5941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Krok,40.687569,-74.001258,Thai Restaurant,4bf58dd8d48988d149941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Congress,40.68691293283543,-73.99373473873149,Cocktail Bar,4bf58dd8d48988d11e941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Atlantic Fruits & Vegetables,40.69013880307636,-73.99377710377884,Grocery Store,4bf58dd8d48988d118951735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,LICH Toddler Playground,40.68986587062486,-73.99685304744763,Playground,4bf58dd8d48988d1e7941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,The Chocolate Room,40.68482443807677,-73.9946722086937,Dessert Shop,4bf58dd8d48988d1d0941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Alma,40.68569002042738,-74.0023013251684,Mexican Restaurant,4bf58dd8d48988d1c1941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Moo Burger,40.68584457538074,-73.99422868325722,Burger Joint,4bf58dd8d48988d16c941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Hatchet Outdoor Supply Co.,40.69115421140025,-73.99775904705332,Sporting Goods Shop,4bf58dd8d48988d1f2941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Floyd NY,40.690671,-73.995587,Bar,4bf58dd8d48988d116941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Idlewild Books,40.68637399111778,-73.9936794516535,Bookstore,4bf58dd8d48988d114951735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Awash Ethiopian Restaurant,40.68574,-73.994393,Ethiopian Restaurant,4bf58dd8d48988d10a941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Darna,40.68698011625574,-73.99364962135886,Falafel Restaurant,4bf58dd8d48988d10b941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Pure Barre Brooklyn,40.68502762774786,-73.99487516013619,Gym / Fitness Center,4bf58dd8d48988d175941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Picture Room,40.690976,-73.996278,Art Gallery,4bf58dd8d48988d1e2931735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Swallow Cafe,40.69015355837622,-73.99433454375975,Coffee Shop,4bf58dd8d48988d1e0931735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Love Thy Pet,40.68379274077758,-74.00088247994233,Pet Store,4bf58dd8d48988d100951735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Adam Yauch Park,40.69214551471285,-73.9988930153191,Park,4bf58dd8d48988d163941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Brooklyn Heights Deli,40.69135540592574,-73.99600854870859,Deli / Bodega,4bf58dd8d48988d146941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Mitoushi Sushi,40.690181794018244,-73.99398312402836,Japanese Restaurant,4bf58dd8d48988d111941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Dreams Gourmet,40.68792789185433,-73.99311859487885,Deli / Bodega,4bf58dd8d48988d146941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Sam's Italian Cuisine,40.68582083666667,-73.9942546069965,Pizza Place,4bf58dd8d48988d1ca941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Brado,40.69045044404489,-73.99494165015247,Pizza Place,4bf58dd8d48988d1ca941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Cobble Hill Cinemas,40.68483225711327,-73.99450049084267,Indie Movie Theater,4bf58dd8d48988d17e941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Margaret Palca Bakes,40.685528866308935,-74.00244449331758,Bakery,4bf58dd8d48988d16a941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Brooklyn Strength,40.68911630524743,-73.99293995773438,Gym,4bf58dd8d48988d176941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Le Boudoir,40.69063597340363,-73.99576250882095,Speakeasy,4bf58dd8d48988d1d4941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Sultan Restaurant & Cafe Lounge,40.69039163999588,-73.99495552949723,Mediterranean Restaurant,4bf58dd8d48988d1c0941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Montero Bar & Grill,40.69120728950072,-73.99797228031336,Dive Bar,4bf58dd8d48988d118941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Tropic Juice Bar and Grill,40.687039958989885,-73.99362091705213,Juice Bar,4bf58dd8d48988d112941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Blossom Ice Cream,40.68711913363581,-73.99356929929273,Ice Cream Shop,4bf58dd8d48988d1c9941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Pizzazzz Toyz,40.6846180285592,-73.99484056066986,Toy / Game Store,4bf58dd8d48988d1f3941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Amy’s Bread,40.69098341940025,-73.99613244023445,Bakery,4bf58dd8d48988d16a941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Cobble Hill Variety & Mailing,40.684657,-73.998922,Paper / Office Supplies Store,4bf58dd8d48988d121951735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Mex Carroll's Diner,40.685510319269106,-74.00250985465031,Diner,4bf58dd8d48988d147941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Espresso Me,40.69095211398312,-73.99744811084277,Coffee Shop,4bf58dd8d48988d1e0931735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,La Cigogne,40.683459214631846,-73.99932235479355,French Restaurant,4bf58dd8d48988d10c941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Osaka,40.684786519974274,-73.99477686143256,Sushi Restaurant,4bf58dd8d48988d1d2941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Brooklyn Collective,40.684863861378886,-74.00285985842135,Gift Shop,4bf58dd8d48988d128951735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Van Vorhees Playground,40.689682287160046,-73.99931206748424,Playground,4bf58dd8d48988d1e7941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Mazzat,40.684956,-74.002884,Mediterranean Restaurant,4bf58dd8d48988d1c0941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Francesco's,40.683608839043046,-73.99975123527463,Pizza Place,4bf58dd8d48988d1ca941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Salter House,40.69087819947039,-73.99630721466154,Coffee Shop,4bf58dd8d48988d1e0931735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,LICH Child's Playground,40.690323587958446,-73.99658447273445,Playground,4bf58dd8d48988d1e7941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,40 Knots,40.68528332626902,-74.00256789869438,Bar,4bf58dd8d48988d116941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Cheever Place,40.686124772875296,-73.99941759865268,Plaza,4bf58dd8d48988d164941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Nectar Juice Bar,40.68488,-73.994968,Juice Bar,4bf58dd8d48988d112941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Opsail,40.69017935606949,-74.00173172336244,Harbor / Marina,4bf58dd8d48988d1e0941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,New Island Deli & Grocery,40.690798848235744,-73.99623174146947,Deli / Bodega,4bf58dd8d48988d146941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Ling Ling Young,40.683855499811536,-73.99953547208501,Chinese Restaurant,4bf58dd8d48988d145941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Jake's Bar B Que,40.68559684997948,-74.00240936363565,BBQ Joint,4bf58dd8d48988d1df931735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,The Toy Museum Of NY,40.68510055541992,-74.00242614746094,Museum,4bf58dd8d48988d181941735
New York,Cobble Hill,40.687919722485574,-73.99856139218463,Wall St. & Water St. Street Meat,40.690357219084845,-74.00350493808506,Food Truck,4bf58dd8d48988d1cb941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,East One Coffee Roasters,40.681128035266816,-73.99652634325895,Coffee Shop,4bf58dd8d48988d1e0931735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Hungry Ghost,40.680281,-73.994678,Coffee Shop,4bf58dd8d48988d1e0931735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Avlee Greek Kitchen,40.679975303933674,-73.99498828355762,Greek Restaurant,4bf58dd8d48988d10e941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,G Esposito & Sons,40.681945082807104,-73.99610874436799,Butcher,4bf58dd8d48988d11d951735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Carroll Gardens Greenmarket,40.68058328929679,-73.99476444056779,Farmers Market,4bf58dd8d48988d1fa941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Brooklyn Social,40.6805555056908,-73.99469005211638,Cocktail Bar,4bf58dd8d48988d11e941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Carroll Park,40.68090072479618,-73.99498436689395,Park,4bf58dd8d48988d163941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Monteleone's Bakery,40.68194002100747,-73.99609790259039,Bakery,4bf58dd8d48988d16a941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Black Mountain Wine House,40.68088122945771,-73.9916760049903,Wine Bar,4bf58dd8d48988d123941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Bar Great Harry,40.682337792970536,-73.99352293676533,Bar,4bf58dd8d48988d116941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,The Brooklyn Strategist,40.682813350401155,-73.99567975137234,Gaming Cafe,4bf58dd8d48988d18d941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,The Painted Pot,40.680446049433954,-73.99469724346402,Arts & Crafts Store,4bf58dd8d48988d127951735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Emma’s Torch,40.679993,-73.994853,Restaurant,4bf58dd8d48988d1c4941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Fragole,40.680805,-73.99689,Italian Restaurant,4bf58dd8d48988d110941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Planted,40.680558,-73.994584,Coffee Shop,4bf58dd8d48988d1e0931735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,A*line PILATES,40.68100689530773,-73.99645638416673,Pilates Studio,5744ccdfe4b0c0459246b4b2
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Martinez Grocery,40.68154941237919,-73.99624070747305,Deli / Bodega,4bf58dd8d48988d146941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Ugly Baby,40.67801930527555,-73.99613921080501,Thai Restaurant,4bf58dd8d48988d149941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Barely Disfigured,40.68309199473837,-73.9928962274326,Bar,4bf58dd8d48988d116941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Malai,40.68267220643183,-73.99321534955325,Ice Cream Shop,4bf58dd8d48988d1c9941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Smith & Vine,40.681161,-73.994105,Wine Shop,4bf58dd8d48988d119951735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Shen Beauty,40.68339250309319,-73.99539426218895,Cosmetics Shop,4bf58dd8d48988d10c951735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Vinny's of Carroll Gardens,40.681885,-73.99357,Italian Restaurant,4bf58dd8d48988d110941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Bar Bête,40.682922,-73.992907,French Restaurant,4bf58dd8d48988d10c941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Relaxing On Smith,40.682052682471564,-73.9936405246949,Spa,4bf58dd8d48988d1ed941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Gowanus Yacht Club,40.680927562562744,-73.99443935393407,Beer Garden,4bf58dd8d48988d117941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Smith Canteen,40.6803319104188,-73.99480141086987,Café,4bf58dd8d48988d16d941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Lift / Next Level Floats (Brooklyn),40.683241578458706,-73.99568796157837,Spa,4bf58dd8d48988d1ed941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Le French Tart Deli,40.683677,-73.995328,Bakery,4bf58dd8d48988d16a941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Caputo's Fine Foods,40.67818502499354,-73.99791756559839,Gourmet Shop,4bf58dd8d48988d1f5941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,White Maize,40.68249983837224,-73.99331251555338,Latin American Restaurant,4bf58dd8d48988d1be941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Zombie Hut,40.682593123240906,-73.99319944391982,Tiki Bar,56aa371be4b08b9a8d57354d
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Carroll Park Playground,40.68100242392356,-73.9950814070307,Playground,4bf58dd8d48988d1e7941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,St Paul's Episcopal Church,40.68181186080849,-73.99815957153156,Church,4bf58dd8d48988d132941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Yesterday's News,40.67935181959642,-73.99739979900502,Thrift / Vintage Store,4bf58dd8d48988d101951735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Brooklyn Pizza Market,40.682695629565806,-73.9931911856768,Pizza Place,4bf58dd8d48988d1ca941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Cubana Cafe,40.68255134483594,-73.99329014435598,Cuban Restaurant,4bf58dd8d48988d154941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,K&Y Fruit and Veggie,40.68420389756621,-73.99500092336736,Food & Drink Shop,4bf58dd8d48988d1f9941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Bklyn Habit,40.67808968531469,-73.99609214717839,Coffee Shop,4bf58dd8d48988d1e0931735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Woods Grove,40.683925,-73.995313,Gift Shop,4bf58dd8d48988d128951735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Video Free Brooklyn,40.68342399141131,-73.99270380728866,Video Store,4bf58dd8d48988d126951735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Claudine's,40.681352187513205,-73.99410672670723,Italian Restaurant,4bf58dd8d48988d110941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,East Wind Snack Shop,40.683247,-73.992662,Dumpling Restaurant,4bf58dd8d48988d108941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Fob Restaurant,40.68265981062246,-73.99316582968643,Filipino Restaurant,4eb1bd1c3b7b55596b4a748f
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Books Are Magic,40.68414040579443,-73.99213407055058,Bookstore,4bf58dd8d48988d114951735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,NatureEs,40.678834,-73.99216700000001,Juice Bar,4bf58dd8d48988d112941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,The WingBar,40.682556312238596,-73.99327716562713,Wings Joint,4bf58dd8d48988d14c941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Boran,40.67816088984144,-73.9979304582126,Thai Restaurant,4bf58dd8d48988d149941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Big Tiny,40.68343464931776,-73.99270240440293,Wine Bar,4bf58dd8d48988d123941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Scotto's Wine Cellar,40.68331935177977,-73.99545217317198,Wine Shop,4bf58dd8d48988d119951735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Insight Optical,40.68381109217476,-73.99500131607056,Optical Shop,4d954afda243a5684865b473
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Velvette Brew,40.68326476849194,-73.99275423214551,Coffee Shop,4bf58dd8d48988d1e0931735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Frankies 457 Spuntino,40.67735978455962,-73.99804694982672,Italian Restaurant,4bf58dd8d48988d110941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Body Elite Gym,40.68230640174873,-73.99599575567169,Gym / Fitness Center,4bf58dd8d48988d175941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Carroll Gardens Wines & Liquors,40.67842634713535,-73.997790230946,Wine Shop,4bf58dd8d48988d119951735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,The Green Building,40.67983382258071,-73.98951456910291,Event Space,4bf58dd8d48988d171941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Caputo Bakery,40.682972506411595,-73.99559695307425,Bakery,4bf58dd8d48988d16a941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Court Pastry Shop,40.684067,-73.995377,Bakery,4bf58dd8d48988d16a941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Cobble Hill Coffee Shop,40.683433578031774,-73.99542632829885,Diner,4bf58dd8d48988d147941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,F&F Pizzeria,40.677342,-73.998162,Pizza Place,4bf58dd8d48988d1ca941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Leyenda,40.68434364554136,-73.99205460336245,Cocktail Bar,4bf58dd8d48988d11e941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Abilene,40.67885737510263,-73.9976157385781,Lounge,4bf58dd8d48988d121941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Lavender Lake,40.678592679700195,-73.98981881895646,Bar,4bf58dd8d48988d116941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Jolie Cantina,40.683534960802,-73.99254139304226,French Restaurant,4bf58dd8d48988d10c941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Clover Club,40.6845495098338,-73.99198070888959,Cocktail Bar,4bf58dd8d48988d11e941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Stinky Bklyn LLC,40.684524832799234,-73.99192064507484,Cheese Shop,4bf58dd8d48988d11e951735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Black Gold Brooklyn,40.677310990918016,-73.99830846112506,Record Shop,4bf58dd8d48988d10d951735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Poppy's Catering + Events,40.684235179644695,-73.99692476598801,Food & Drink Shop,4bf58dd8d48988d1f9941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Cornerstone Healing,40.67767279893695,-73.99813485488849,Spa,4bf58dd8d48988d1ed941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Panzerotti Bites,40.683770029680794,-73.99247007991913,Italian Restaurant,4bf58dd8d48988d110941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Giardini Pizza,40.679354,-73.995358,Pizza Place,4bf58dd8d48988d1ca941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,The Chocolate Room,40.68482443807677,-73.9946722086937,Dessert Shop,4bf58dd8d48988d1d0941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,First Place Provisions,40.67996418564845,-73.99705639322528,Gourmet Shop,4bf58dd8d48988d1f5941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Gersi,40.68337949868895,-73.99549228030504,Italian Restaurant,4bf58dd8d48988d110941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Franks Wine Bar,40.67718059828416,-73.9983236384829,Italian Restaurant,4bf58dd8d48988d110941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Enoteca on Court,40.6822145298343,-73.99594672669618,Italian Restaurant,4bf58dd8d48988d110941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Bond Street Coffee And Goods,40.67789,-73.990785,Coffee Shop,4bf58dd8d48988d1e0931735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Bar San Miguel,40.681327,-73.993941,Cocktail Bar,4bf58dd8d48988d11e941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,D'Amico Coffee Roasters,40.683593021952916,-73.99530657474676,Coffee Shop,4bf58dd8d48988d1e0931735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Carroll Gardens Fish Market,40.68178942112374,-73.9962439554752,Fish Market,4bf58dd8d48988d10e951735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Cafe Luluc,40.6844721064599,-73.99207134778034,Breakfast Spot,4bf58dd8d48988d143941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Park Natural & Organic Foods,40.68229826298082,-73.99597145323372,Grocery Store,4bf58dd8d48988d118951735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Pure Barre Brooklyn,40.68502762774786,-73.99487516013619,Gym / Fitness Center,4bf58dd8d48988d175941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Cobble Hill Cinemas,40.68483225711327,-73.99450049084267,Indie Movie Theater,4bf58dd8d48988d17e941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Ciros on Smith,40.68148804379713,-73.99402221751436,Italian Restaurant,4bf58dd8d48988d110941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Sal's Pizzeria,40.683751717511115,-73.99520790172392,Pizza Place,4bf58dd8d48988d1ca941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Via Roma Pizza Bar,40.678066512611316,-73.99792297920966,Pizza Place,4bf58dd8d48988d1ca941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Union Market,40.684286653090375,-73.99503480405993,Grocery Store,4bf58dd8d48988d118951735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Verde on Smith,40.6844234,-73.9921569,Italian Restaurant,4bf58dd8d48988d110941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Pizzazzz Toyz,40.6846180285592,-73.99484056066986,Toy / Game Store,4bf58dd8d48988d1f3941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,El Nuevo Portal Restaurant,40.684476920044794,-73.99197772291994,Spanish Restaurant,4bf58dd8d48988d150941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Angry Wade's,40.68407750278486,-73.99230705709725,Sports Bar,4bf58dd8d48988d11d941735
New York,Carroll Gardens,40.68054023107649,-73.99465372828006,Remedies Herb Shop,40.677629515608665,-73.99821393811095,Herbs & Spices Store,52f2ab2ebcbc57f1066b8b2c
